id,name,location_id/id,date,filter,line_ids/product_id,line_ids/product_qty,line_ids/product_uom_id,line_ids/location_id/id
,,,,,PI127,4,Unit(s),stock.stock_location_stock
,,,,,EC014518,801,Unit(s),stock.stock_location_stock
,,,,,SC1418,6,Unit(s),stock.stock_location_stock
,,,,,SJ819,1374,Unit(s),stock.stock_location_stock
,,,,,CG104,4,Unit(s),stock.stock_location_stock
,,,,,CG103,24,Unit(s),stock.stock_location_stock
,,,,,EC065020,269,Unit(s),stock.stock_location_stock
,,,,,CW11002,6407,Unit(s),stock.stock_location_stock
,,,,,EC05X101,152,Unit(s),stock.stock_location_stock
,,,,,EC05X102,0,Unit(s),stock.stock_location_stock
,,,,,SJ720,0,Unit(s),stock.stock_location_stock
,,,,,SJ1320,240,Unit(s),stock.stock_location_stock
,,,,,SJ520,260,Unit(s),stock.stock_location_stock
,,,,,CZL-LA008,31,Unit(s),stock.stock_location_stock
,,,,,SH320,2838,Unit(s),stock.stock_location_stock
,,,,,SH420,118,Unit(s),stock.stock_location_stock
,,,,,SJ1121,5,Unit(s),stock.stock_location_stock
,,,,,SJ421,701,Unit(s),stock.stock_location_stock
,,,,,SJ1421,200,Unit(s),stock.stock_location_stock
,,,,,SC1421,7,Unit(s),stock.stock_location_stock
,,,,,CZL-LA012,8,Unit(s),stock.stock_location_stock
,,,,,KD220,29,Unit(s),stock.stock_location_stock
,,,,,SD1220,790,Unit(s),stock.stock_location_stock
,,,,,EC063020,2248,Unit(s),stock.stock_location_stock
,,,,,SJ722,99,Unit(s),stock.stock_location_stock
,,,,,SJ322,2601,Unit(s),stock.stock_location_stock
,,,,,SJ822,694,Unit(s),stock.stock_location_stock
,,,,,SJ1322,1322,Unit(s),stock.stock_location_stock
,,,,,SJ522,1208,Unit(s),stock.stock_location_stock
,,,,,SD122A,4651,Unit(s),stock.stock_location_stock
,,,,,YH-40-P222/1,34,Unit(s),stock.stock_location_stock
,,,,,EC063024,1972,Unit(s),stock.stock_location_stock
,,,,,SJ1822,50,Unit(s),stock.stock_location_stock
,,,,,SJ1822A,51,Unit(s),stock.stock_location_stock
,,,,,SD626,791,Unit(s),stock.stock_location_stock
,,,,,SD628S,1020,Unit(s),stock.stock_location_stock
,,,,,SD628,1184,Unit(s),stock.stock_location_stock
,,,,,KD328,36,Unit(s),stock.stock_location_stock
,,,,,SK236,16,กุรุส,stock.stock_location_stock
,,,,,FC101,13320,Unit(s),stock.stock_location_stock
,,,,,SI3117,0,Unit(s),stock.stock_location_stock
,,,,,SH520,37,Unit(s),stock.stock_location_stock
,,,,,EC02G2322,235,Unit(s),stock.stock_location_stock
,,,,,CZL-KC241,5,Unit(s),stock.stock_location_stock
,,,,,SJ524,141,Unit(s),stock.stock_location_stock
,,,,,SD1324,542,Unit(s),stock.stock_location_stock
,,,,,SC1424,4,Unit(s),stock.stock_location_stock
,,,,,SJ725,0,Unit(s),stock.stock_location_stock
,,,,,SJ825,587,Unit(s),stock.stock_location_stock
,,,,,SJ1125,0,Unit(s),stock.stock_location_stock
,,,,,SJ425,708,Unit(s),stock.stock_location_stock
,,,,,SD651525,92,Unit(s),stock.stock_location_stock
,,,,,SD651624,801,Unit(s),stock.stock_location_stock
,,,,,SD325,2096,Unit(s),stock.stock_location_stock
,,,,,SJ1825,41,Unit(s),stock.stock_location_stock
,,,,,SJ1825A,39,Unit(s),stock.stock_location_stock
,,,,,SJ602,191,Unit(s),stock.stock_location_stock
,,,,,CZL-KD262,9,Unit(s),stock.stock_location_stock
,,,,,CZL-KC261,5,Unit(s),stock.stock_location_stock
,,,,,SJ526,1092,Unit(s),stock.stock_location_stock
,,,,,WC101,41,Unit(s),stock.stock_location_stock
,,,,,SC1427,11,Unit(s),stock.stock_location_stock
,,,,,SJ1827,51,Unit(s),stock.stock_location_stock
,,,,,SJ1827A,49,Unit(s),stock.stock_location_stock
,,,,,SJ727,1,Unit(s),stock.stock_location_stock
,,,,,FD102,207,Unit(s),stock.stock_location_stock
,,,,,FD101,206,Unit(s),stock.stock_location_stock
,,,,,CZL-KD282,31,Unit(s),stock.stock_location_stock
,,,,,CZL-KC282,21,Unit(s),stock.stock_location_stock
,,,,,CZL-LA038,9,Unit(s),stock.stock_location_stock
,,,,,CZL-KC281,6,Unit(s),stock.stock_location_stock
,,,,,CZL-KM282,0,Unit(s),stock.stock_location_stock
,,,,,CZL-KM281,40,Unit(s),stock.stock_location_stock
,,,,,SC828,115,Unit(s),stock.stock_location_stock
,,,,,SC928,237,Unit(s),stock.stock_location_stock
,,,,,EC062028,322,Unit(s),stock.stock_location_stock
,,,,,SJ828,53,Unit(s),stock.stock_location_stock
,,,,,SJ1128,51,Unit(s),stock.stock_location_stock
,,,,,SC1429,7,Unit(s),stock.stock_location_stock
,,,,,SF212,42,Unit(s),stock.stock_location_stock
,,,,,SF214,23,Unit(s),stock.stock_location_stock
,,,,,SF216,143,Unit(s),stock.stock_location_stock
,,,,,SF218,20,Unit(s),stock.stock_location_stock
,,,,,SF220A,48,Unit(s),stock.stock_location_stock
,,,,,SD1022,65,Unit(s),stock.stock_location_stock
,,,,,SD623,534,Unit(s),stock.stock_location_stock
,,,,,SD1024,63,Unit(s),stock.stock_location_stock
,,,,,SD1026,159,Unit(s),stock.stock_location_stock
,,,,,SD4230,112,Unit(s),stock.stock_location_stock
,,,,,SF230,108,Unit(s),stock.stock_location_stock
,,,,,SD4232,69,Unit(s),stock.stock_location_stock
,,,,,SD4234,654,Unit(s),stock.stock_location_stock
,,,,,SD4236,5,Unit(s),stock.stock_location_stock
,,,,,SD4238,4,Unit(s),stock.stock_location_stock
,,,,,SD4240,37,Unit(s),stock.stock_location_stock
,,,,,EC04BD72,239,Unit(s),stock.stock_location_stock
,,,,,FB102,243,Unit(s),stock.stock_location_stock
,,,,,SD1130A,200,Unit(s),stock.stock_location_stock
,,,,,CZL-KD302,0,Unit(s),stock.stock_location_stock
,,,,,CZL-LA039,9,Unit(s),stock.stock_location_stock
,,,,,CZL-KC302,7,Unit(s),stock.stock_location_stock
,,,,,CZL-KC301,103,Unit(s),stock.stock_location_stock
,,,,,SC830,3456,Unit(s),stock.stock_location_stock
,,,,,SD1130,0,Unit(s),stock.stock_location_stock
,,,,,SJ1830A,1,Unit(s),stock.stock_location_stock
,,,,,SC930,174,Unit(s),stock.stock_location_stock
,,,,,FA101,600,Unit(s),stock.stock_location_stock
,,,,,SD331422,923,Unit(s),stock.stock_location_stock
,,,,,SJ831,95,Unit(s),stock.stock_location_stock
,,,,,SD331723,891,Unit(s),stock.stock_location_stock
,,,,,CZL-KC262,6,Unit(s),stock.stock_location_stock
,,,,,CZL-KC322,87,Unit(s),stock.stock_location_stock
,,,,,SC932,237,Unit(s),stock.stock_location_stock
,,,,,SC1432,4,Unit(s),stock.stock_location_stock
,,,,,SC832,1200,Unit(s),stock.stock_location_stock
,,,,,SD332836,626,Unit(s),stock.stock_location_stock
,,,,,SJ1833A,0,Unit(s),stock.stock_location_stock
,,,,,SD333850,0,Unit(s),stock.stock_location_stock
,,,,,SA233242,1919,Unit(s),stock.stock_location_stock
,,,,,PC101,1147,Unit(s),stock.stock_location_stock
,,,,,YH-05-0603,0.5,Unit(s),stock.stock_location_stock
,,,,,SG735,31,Unit(s),stock.stock_location_stock
,,,,,SG835,36,Unit(s),stock.stock_location_stock
,,,,,SG635,40,Unit(s),stock.stock_location_stock
,,,,,SG435,58,Unit(s),stock.stock_location_stock
,,,,,SD1135A,204,Unit(s),stock.stock_location_stock
,,,,,SD1135,0,Unit(s),stock.stock_location_stock
,,,,,SJ1835A,0,Unit(s),stock.stock_location_stock
,,,,,SC1435,12,Unit(s),stock.stock_location_stock
,,,,,EC02G2317,355,Unit(s),stock.stock_location_stock
,,,,,SA601,3302,Unit(s),stock.stock_location_stock
,,,,,SA605,1,Unit(s),stock.stock_location_stock
,,,,,SA607,0,Unit(s),stock.stock_location_stock
,,,,,SC936,270,Unit(s),stock.stock_location_stock
,,,,,SC836,419,Unit(s),stock.stock_location_stock
,,,,,SC336,103,Unit(s),stock.stock_location_stock
,,,,,SA236272,2873,Unit(s),stock.stock_location_stock
,,,,,CW1437,9,Unit(s),stock.stock_location_stock
,,,,,PC102,830,Unit(s),stock.stock_location_stock
,,,,,SC338,0,Unit(s),stock.stock_location_stock
,,,,,SA327204,2161,Unit(s),stock.stock_location_stock
,,,,,PJ201,232,Unit(s),stock.stock_location_stock
,,,,,CN201,42,Unit(s),stock.stock_location_stock
,,,,,SD1140A,3,Unit(s),stock.stock_location_stock
,,,,,SD1140,0,Unit(s),stock.stock_location_stock
,,,,,KB140,208.66,Unit(s),stock.stock_location_stock
,,,,,SC940,358,Unit(s),stock.stock_location_stock
,,,,,SA603,2166,Unit(s),stock.stock_location_stock
,,,,,SA609,3,Unit(s),stock.stock_location_stock
,,,,,SA611,181,Unit(s),stock.stock_location_stock
,,,,,SY340,1,Unit(s),stock.stock_location_stock
,,,,,PC103,324,Unit(s),stock.stock_location_stock
,,,,,YH-53-0411,0,Unit(s),stock.stock_location_stock
,,,,,CN203,45,Unit(s),stock.stock_location_stock
,,,,,SD142228,305,Unit(s),stock.stock_location_stock
,,,,,SD142531,861,Unit(s),stock.stock_location_stock
,,,,,SC842,960,Unit(s),stock.stock_location_stock
,,,,,SC843,2494,Unit(s),stock.stock_location_stock
,,,,,SA243312,950,Unit(s),stock.stock_location_stock
,,,,,CE241,5015,Unit(s),stock.stock_location_stock
,,,,,SG750,25,Unit(s),stock.stock_location_stock
,,,,,SD1145A,20,Unit(s),stock.stock_location_stock
,,,,,SD1145,30,Unit(s),stock.stock_location_stock
,,,,,SI306,602,Unit(s),stock.stock_location_stock
,,,,,CA145,109086,Unit(s),stock.stock_location_stock
,,,,,KB145,549.75,Unit(s),stock.stock_location_stock
,,,,,SY345,40,Unit(s),stock.stock_location_stock
,,,,,SC345AA,310,Unit(s),stock.stock_location_stock
,,,,,CZL-LA009,1,Unit(s),stock.stock_location_stock
,,,,,FB103,2251,Unit(s),stock.stock_location_stock
,,,,,PM101,155,Unit(s),stock.stock_location_stock
,,,,,GA101,368,Unit(s),stock.stock_location_stock
,,,,,SR202,961,Unit(s),stock.stock_location_stock
,,,,,GA1500,790,Unit(s),stock.stock_location_stock
,,,,,SG650,33,Unit(s),stock.stock_location_stock
,,,,,SD1150A,0,Unit(s),stock.stock_location_stock
,,,,,SR201,349,Unit(s),stock.stock_location_stock
,,,,,YH-46-501,11,Unit(s),stock.stock_location_stock
,,,,,YH-46-502,5,Unit(s),stock.stock_location_stock
,,,,,SC350AA,499,Unit(s),stock.stock_location_stock
,,,,,GA1509,1432,Unit(s),stock.stock_location_stock
,,,,,CN202,39,Unit(s),stock.stock_location_stock
,,,,,CA105,800,Unit(s),stock.stock_location_stock
,,,,,CW1405,13309,Unit(s),stock.stock_location_stock
,,,,,SI308,297,Unit(s),stock.stock_location_stock
,,,,,SD351430,351,Unit(s),stock.stock_location_stock
,,,,,SD351729,14,Unit(s),stock.stock_location_stock
,,,,,SD152230,475,Unit(s),stock.stock_location_stock
,,,,,SI310,3600,Unit(s),stock.stock_location_stock
,,,,,SC355AA,578,Unit(s),stock.stock_location_stock
,,,,,CZL-LA004,0,Unit(s),stock.stock_location_stock
,,,,,CW2455,0,Unit(s),stock.stock_location_stock
,,,,,SM1003,59,Unit(s),stock.stock_location_stock
,,,,,FB301,2640,Unit(s),stock.stock_location_stock
,,,,,SD1160A,0,Unit(s),stock.stock_location_stock
,,,,,SD1161,38,Unit(s),stock.stock_location_stock
,,,,,SC360AA,1879,Unit(s),stock.stock_location_stock
,,,,,SI201A,4749,Unit(s),stock.stock_location_stock
,,,,,SI201,1023,Unit(s),stock.stock_location_stock
,,,,,CW1106,20512,Unit(s),stock.stock_location_stock
,,,,,SI312,1899,Unit(s),stock.stock_location_stock
,,,,,CW1306,5900,Unit(s),stock.stock_location_stock
,,,,,CB106,9314,Unit(s),stock.stock_location_stock
,,,,,PK104,100,Unit(s),stock.stock_location_stock
,,,,,PK101,100,Unit(s),stock.stock_location_stock
,,,,,CW1406,7004,Unit(s),stock.stock_location_stock
,,,,,SC365AA,689,Unit(s),stock.stock_location_stock
,,,,,YH-40-P666,5,Unit(s),stock.stock_location_stock
,,,,,CA406,24151,Unit(s),stock.stock_location_stock
,,,,,CA106,118058,Unit(s),stock.stock_location_stock
,,,,,CZL-LA007,14,Unit(s),stock.stock_location_stock
,,,,,SC370AA,1403,Unit(s),stock.stock_location_stock
,,,,,CB107,29284,Unit(s),stock.stock_location_stock
,,,,,SM303,131,Unit(s),stock.stock_location_stock
,,,,,CF101,299,Unit(s),stock.stock_location_stock
,,,,,CW1407,88,Unit(s),stock.stock_location_stock
,,,,,EC030128,259,Unit(s),stock.stock_location_stock
,,,,,EC030239,275,Unit(s),stock.stock_location_stock
,,,,,CW1607,10911,Unit(s),stock.stock_location_stock
,,,,,CZL-KW750,16,Unit(s),stock.stock_location_stock
,,,,,CW2475,0,Unit(s),stock.stock_location_stock
,,,,,CA407,56748,Unit(s),stock.stock_location_stock
,,,,,CA107,2710,Unit(s),stock.stock_location_stock
,,,,,CW1107,7049,Unit(s),stock.stock_location_stock
,,,,,SD1428,91,Unit(s),stock.stock_location_stock
,,,,,CW11001,20837,Unit(s),stock.stock_location_stock
,,,,,CW11103,24811,Unit(s),stock.stock_location_stock
,,,,,CZL-LA002,3,Unit(s),stock.stock_location_stock
,,,,,PD101,1100,Unit(s),stock.stock_location_stock
,,,,,SC380AA,255,Unit(s),stock.stock_location_stock
,,,,,CW2208,3180,Unit(s),stock.stock_location_stock
,,,,,CW1408,2614,Unit(s),stock.stock_location_stock
,,,,,CW1508,9144,Unit(s),stock.stock_location_stock
,,,,,CA108,43721,Unit(s),stock.stock_location_stock
,,,,,CA408,0,Unit(s),stock.stock_location_stock
,,,,,CW1608,11953,Unit(s),stock.stock_location_stock
,,,,,CW1108,16275,Unit(s),stock.stock_location_stock
,,,,,CW2108,5997,Unit(s),stock.stock_location_stock
,,,,,CW1308,4390,Unit(s),stock.stock_location_stock
,,,,,CW1208,5053,Unit(s),stock.stock_location_stock
,,,,,CA108A,8987,Unit(s),stock.stock_location_stock
,,,,,SJ208,2103,Unit(s),stock.stock_location_stock
,,,,,SK2861,1034,Unit(s),stock.stock_location_stock
,,,,,CB108,22284,Unit(s),stock.stock_location_stock
,,,,,SK1921,0.08,Unit(s),stock.stock_location_stock
,,,,,SK1923,152.5,Unit(s),stock.stock_location_stock
,,,,,CW2209,530,Unit(s),stock.stock_location_stock
,,,,,CW1509,3587,Unit(s),stock.stock_location_stock
,,,,,CW1109,8718,Unit(s),stock.stock_location_stock
,,,,,CW1309,2543,Unit(s),stock.stock_location_stock
,,,,,CW1209,6243,Unit(s),stock.stock_location_stock
,,,,,CW1609,0,Unit(s),stock.stock_location_stock
,,,,,CB109,4085,Unit(s),stock.stock_location_stock
,,,,,CW2109,5418,Unit(s),stock.stock_location_stock
,,,,,PD195,0,Unit(s),stock.stock_location_stock
,,,,,CW2495,0,Unit(s),stock.stock_location_stock
,,,,,SJ209,1800,Unit(s),stock.stock_location_stock
,,,,,SK1999,54.83,Unit(s),stock.stock_location_stock
,,,,,YH-40-704,28,Unit(s),stock.stock_location_stock
,,,,,SK122,239.04,Unit(s),stock.stock_location_stock
,,,,,SK101,815,Unit(s),stock.stock_location_stock
,,,,,WB101,104,Unit(s),stock.stock_location_stock
,,,,,WB104,67,Unit(s),stock.stock_location_stock
,,,,,WB103,43,Unit(s),stock.stock_location_stock
,,,,,SM1133,6360,Unit(s),stock.stock_location_stock
,,,,,SM1155,10,Unit(s),stock.stock_location_stock
,,,,,SK201,415.25,Unit(s),stock.stock_location_stock
,,,,,SK2808,0,Unit(s),stock.stock_location_stock
,,,,,SG535,55,Unit(s),stock.stock_location_stock
,,,,,SG550,72,Unit(s),stock.stock_location_stock
,,,,,SI302,1898,Unit(s),stock.stock_location_stock
,,,,,SI303,1501,Unit(s),stock.stock_location_stock
,,,,,CZL-LA005,21,Unit(s),stock.stock_location_stock
,,,,,PD30-0002,120,Unit(s),stock.stock_location_stock
,,,,,SC1236,240,Unit(s),stock.stock_location_stock
,,,,,SC1240,0,Unit(s),stock.stock_location_stock
,,,,,PJ131,0,Unit(s),stock.stock_location_stock
,,,,,PJ132,38,Unit(s),stock.stock_location_stock
,,,,,SI8020,1418,Unit(s),stock.stock_location_stock
,,,,,SI8021,1304,Unit(s),stock.stock_location_stock
,,,,,SI8060,1079,Unit(s),stock.stock_location_stock
,,,,,SI8111,1062,Unit(s),stock.stock_location_stock
,,,,,SI8112,818,Unit(s),stock.stock_location_stock
,,,,,SI8113,44,Unit(s),stock.stock_location_stock
,,,,,SJ106,5,Unit(s),stock.stock_location_stock
,,,,,SJ107,2,Unit(s),stock.stock_location_stock
,,,,,SJ108,1,Unit(s),stock.stock_location_stock
,,,,,SJ1520,0,Unit(s),stock.stock_location_stock
,,,,,SJ1714,2,Unit(s),stock.stock_location_stock
,,,,,SJ1716,0,Unit(s),stock.stock_location_stock
,,,,,SJ1720,0,Unit(s),stock.stock_location_stock
,,,,,SJ1722,2,Unit(s),stock.stock_location_stock
,,,,,SJ2010,0,Unit(s),stock.stock_location_stock
,,,,,SK202,1080,Unit(s),stock.stock_location_stock
,,,,,SK203,840,Unit(s),stock.stock_location_stock
,,,,,SK204,4020,โหล,stock.stock_location_stock
,,,,,SK205,1620,Unit(s),stock.stock_location_stock
,,,,,SK206,2460,Unit(s),stock.stock_location_stock
,,,,,SK207,2281,Unit(s),stock.stock_location_stock
,,,,,SK208,840,โหล,stock.stock_location_stock
,,,,,SK209,3601,โหล,stock.stock_location_stock
,,,,,SK235,6,Unit(s),stock.stock_location_stock
,,,,,SK237,8,Unit(s),stock.stock_location_stock
,,,,,SK302,3300,Unit(s),stock.stock_location_stock
,,,,,SK303,5070,Unit(s),stock.stock_location_stock
,,,,,SK304,3362,โหล,stock.stock_location_stock
,,,,,SK305,1801,Unit(s),stock.stock_location_stock
,,,,,SK306,1980,Unit(s),stock.stock_location_stock
,,,,,SK307,1921,Unit(s),stock.stock_location_stock
,,,,,SK308,721,โหล,stock.stock_location_stock
,,,,,SK309,3421,โหล,stock.stock_location_stock
,,,,,SK337,8,Unit(s),stock.stock_location_stock
,,,,,SM302,0,Unit(s),stock.stock_location_stock
,,,,,CW2309,47,Unit(s),stock.stock_location_stock
,,,,,CZL-LA001,20,Unit(s),stock.stock_location_stock
,,,,,YH-37-0009,4,Unit(s),stock.stock_location_stock
,,,,,YH-37-0014,5,Unit(s),stock.stock_location_stock
,,,,,YH-37-0015,5,Unit(s),stock.stock_location_stock
,,,,,YH-37-0013,5,Unit(s),stock.stock_location_stock
,,,,,SB701,21,Unit(s),stock.stock_location_stock
,,,,,SA703,27,Unit(s),stock.stock_location_stock
,,,,,SR410,1681,Unit(s),stock.stock_location_stock
,,,,,SG110,1,Unit(s),stock.stock_location_stock
,,,,,SB110,3474,Unit(s),stock.stock_location_stock
,,,,,SF1102,57,Unit(s),stock.stock_location_stock
,,,,,SF1103,1323,Unit(s),stock.stock_location_stock
,,,,,SA701,109,Unit(s),stock.stock_location_stock
,,,,,SC511,2493,Unit(s),stock.stock_location_stock
,,,,,SJ101,14552,Unit(s),stock.stock_location_stock
,,,,,SR412,1681,Unit(s),stock.stock_location_stock
,,,,,SF1122,2308,Unit(s),stock.stock_location_stock
,,,,,SB112,1720,Unit(s),stock.stock_location_stock
,,,,,SF1123,11,Unit(s),stock.stock_location_stock
,,,,,SF1124,533,Unit(s),stock.stock_location_stock
,,,,,SD4124,74,Unit(s),stock.stock_location_stock
,,,,,SC1012,133,Unit(s),stock.stock_location_stock
,,,,,SD4126,160,Unit(s),stock.stock_location_stock
,,,,,SJ114,1103,Unit(s),stock.stock_location_stock
,,,,,SC514,772,Unit(s),stock.stock_location_stock
,,,,,SR414,842,Unit(s),stock.stock_location_stock
,,,,,SP114,48.25,Unit(s),stock.stock_location_stock
,,,,,SF1143,3643,Unit(s),stock.stock_location_stock
,,,,,SB114,2489,Unit(s),stock.stock_location_stock
,,,,,SF1144,5146,Unit(s),stock.stock_location_stock
,,,,,SF1144A,0,Unit(s),stock.stock_location_stock
,,,,,SF1145,2674,Unit(s),stock.stock_location_stock
,,,,,SH214,130,Unit(s),stock.stock_location_stock
,,,,,SJ103,43,Unit(s),stock.stock_location_stock
,,,,,SE114,8,Unit(s),stock.stock_location_stock
,,,,,SF815,382,Unit(s),stock.stock_location_stock
,,,,,SH101,1,Unit(s),stock.stock_location_stock
,,,,,SD216,194.98,Unit(s),stock.stock_location_stock
,,,,,SC516,643,Unit(s),stock.stock_location_stock
,,,,,SR416,960,Unit(s),stock.stock_location_stock
,,,,,SC116,1008,Unit(s),stock.stock_location_stock
,,,,,SF1163,1632,Unit(s),stock.stock_location_stock
,,,,,SB116,2007,Unit(s),stock.stock_location_stock
,,,,,SB116,2007,Unit(s),stock.stock_location_stock
,,,,,SF1165,52,Unit(s),stock.stock_location_stock
,,,,,SH216,1420,Unit(s),stock.stock_location_stock
,,,,,SE116,1445,Unit(s),stock.stock_location_stock
,,,,,YH-16-018/1,0,Unit(s),stock.stock_location_stock
,,,,,SC518,183,Unit(s),stock.stock_location_stock
,,,,,SC118,1000,โหล,stock.stock_location_stock
,,,,,SC618,1645,โหล,stock.stock_location_stock
,,,,,SC418,212,Unit(s),stock.stock_location_stock
,,,,,SC1318,2190,Unit(s),stock.stock_location_stock
,,,,,SB118,2088,Unit(s),stock.stock_location_stock
,,,,,SH218,46,Unit(s),stock.stock_location_stock
,,,,,SD219,5344,Unit(s),stock.stock_location_stock
,,,,,SC120,256,Unit(s),stock.stock_location_stock
,,,,,SC1020,4856,Unit(s),stock.stock_location_stock
,,,,,SF820,356,Unit(s),stock.stock_location_stock
,,,,,SC620,957,Unit(s),stock.stock_location_stock
,,,,,SC420,122,Unit(s),stock.stock_location_stock
,,,,,SC1320,1811,Unit(s),stock.stock_location_stock
,,,,,SH220,9,Unit(s),stock.stock_location_stock
,,,,,SB120,3746,Unit(s),stock.stock_location_stock
,,,,,SA702,42,Unit(s),stock.stock_location_stock
,,,,,SD221,0,Unit(s),stock.stock_location_stock
,,,,,SJ1221,3,Unit(s),stock.stock_location_stock
,,,,,SC122,543,Unit(s),stock.stock_location_stock
,,,,,SC722,1171,Unit(s),stock.stock_location_stock
,,,,,SB822,632.5,Unit(s),stock.stock_location_stock
,,,,,SC422,103,Unit(s),stock.stock_location_stock
,,,,,SC622,1286.16,Unit(s),stock.stock_location_stock
,,,,,SC1322,2136,Unit(s),stock.stock_location_stock
,,,,,SB122,1,Unit(s),stock.stock_location_stock
,,,,,TT115,0,Unit(s),stock.stock_location_stock
,,,,,SD223B,1309,Unit(s),stock.stock_location_stock
,,,,,YH-16-024,0,Unit(s),stock.stock_location_stock
,,,,,SN101,3840,Unit(s),stock.stock_location_stock
,,,,,SP314,4,Unit(s),stock.stock_location_stock
,,,,,SP312,0,Unit(s),stock.stock_location_stock
,,,,,SP309,1,Unit(s),stock.stock_location_stock
,,,,,SC124,240,โหล,stock.stock_location_stock
,,,,,SC724,1405,Unit(s),stock.stock_location_stock
,,,,,SB224,2639,Unit(s),stock.stock_location_stock
,,,,,SC1324,2142,Unit(s),stock.stock_location_stock
,,,,,SC224,3629,Unit(s),stock.stock_location_stock
,,,,,SJ1024,1257,Unit(s),stock.stock_location_stock
,,,,,SB1242,20,Unit(s),stock.stock_location_stock
,,,,,SB124,959,Unit(s),stock.stock_location_stock
,,,,,YH-37-0011,4,Unit(s),stock.stock_location_stock
,,,,,SA525,0,Unit(s),stock.stock_location_stock
